<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2020.09.04,15:00:00,93.88,94.30,92.37,93.51,100,0,0
2020.09.07,15:00:00,93.00,93.79,91.50,91.60,100,0,0
2020.09.08,15:00:00,91.62,92.89,91.20,92.33,100,0,0
2020.09.09,15:00:00,91.54,92.07,89.50,90.30,100,0,0
2020.09.10,15:00:00,91.50,91.96,90.31,90.74,100,0,0
2020.09.11,15:00:00,89.60,92.26,89.60,91.81,100,0,0
2020.09.14,15:00:00,92.10,92.38,91.32,91.36,100,0,0
2020.09.15,15:00:00,91.30,91.33,90.02,91.10,100,0,0
2020.09.16,15:00:00,91.40,91.90,89.60,89.74,100,0,0
2020.09.17,15:00:00,89.08,89.64,86.00,86.29,100,0,0
2020.09.18,15:00:00,86.40,88.98,86.22,88.98,100,0,0
2020.09.21,15:00:00,88.80,89.46,87.75,88.50,100,0,0
2020.09.22,15:00:00,88.00,90.10,87.99,89.30,100,0,0
2020.09.23,15:00:00,89.45,90.50,88.85,89.84,100,0,0
2020.09.24,15:00:00,89.55,89.55,87.30,87.86,100,0,0
2020.09.25,15:00:00,88.30,88.62,87.35,88.45,100,0,0
2020.09.28,15:00:00,88.49,89.57,88.11,88.58,100,0,0
2020.09.29,15:00:00,89.28,90.40,88.90,89.89,100,0,0
2020.09.30,15:00:00,90.39,91.98,89.50,89.82,100,0,0
2020.10.09,15:00:00,92.00,92.44,90.85,91.95,100,0,0
2020.10.12,15:00:00,92.39,94.30,92.38,94.20,100,0,0
2020.10.13,15:00:00,94.20,94.69,93.11,93.70,100,0,0
2020.10.14,15:00:00,93.49,94.07,92.76,93.00,100,0,0
2020.10.15,15:00:00,93.00,93.65,92.56,93.16,100,0,0
2020.10.16,15:00:00,93.96,94.20,92.12,93.10,100,0,0
2020.10.19,15:00:00,93.68,94.00,91.11,91.52,100,0,0
2020.10.20,15:00:00,91.39,91.52,89.66,91.01,100,0,0
2020.10.21,15:00:00,91.02,91.20,89.01,89.58,100,0,0
2020.10.22,15:00:00,89.54,89.56,88.50,89.56,100,0,0
2020.10.23,15:00:00,89.56,89.86,88.08,88.15,100,0,0
