<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2020.09.14,15:00:00,416.60,417.89,371.62,371.62,100,0,0
2020.09.15,15:00:00,373.01,388.60,357.03,383.36,100,0,0
2020.09.16,15:00:00,372.99,376.65,350.51,361.45,100,0,0
2020.09.17,15:00:00,355.11,367.98,355.11,363.00,100,0,0
2020.09.18,15:00:00,362.00,366.90,347.00,361.90,100,0,0
2020.09.21,15:00:00,369.18,375.50,364.01,365.81,100,0,0
2020.09.22,15:00:00,360.41,375.23,360.31,368.98,100,0,0
2020.09.23,15:00:00,369.45,384.95,366.00,378.70,100,0,0
2020.09.24,15:00:00,376.00,378.00,368.05,369.50,100,0,0
2020.09.25,15:00:00,370.01,372.00,363.63,365.70,100,0,0
2020.09.28,15:00:00,366.00,367.98,358.18,366.20,100,0,0
2020.09.29,15:00:00,367.00,375.00,361.21,371.19,100,0,0
2020.09.30,15:00:00,374.80,383.00,368.89,369.64,100,0,0
2020.10.09,15:00:00,375.01,378.90,363.00,372.00,100,0,0
2020.10.12,15:00:00,371.68,387.97,370.01,384.40,100,0,0
2020.10.13,15:00:00,382.00,400.00,379.00,398.00,100,0,0
2020.10.14,15:00:00,394.11,396.57,386.00,387.00,100,0,0
2020.10.15,15:00:00,387.11,389.50,381.80,384.97,100,0,0
2020.10.16,15:00:00,382.45,386.68,372.00,378.58,100,0,0
2020.10.19,15:00:00,379.00,380.99,367.79,369.00,100,0,0
2020.10.20,15:00:00,367.00,373.80,365.15,372.00,100,0,0
2020.10.21,15:00:00,370.90,379.79,368.03,371.00,100,0,0
2020.10.22,15:00:00,368.61,370.90,361.17,362.00,100,0,0
2020.10.23,15:00:00,362.50,363.43,325.87,329.99,100,0,0
