                  同花顺 (300033)
      时间	    开盘	    最高	    最低	    收盘	         成交量	THT_EMA.EXP1  	THT_EMA.EXP2  	高顿MACD.DIF   	高顿MACD.DEA   	高顿MACD.      	高顿MACD.MACD  	高顿MACD.      	高顿MACD.低背  	高顿MACD.      	高顿MACD.顶背  	高顿MACD.      	高顿MACD.      	高顿MACD.      	高顿MACD.      	高顿MACD.      	RSI自制.RSI1  	RSI自制.RSI2  	RSI自制.RSI3  	RSI自制.超买区上线	RSI自制.超卖区下线	RSI自制.通达信中线	CCI自制.CCI   	CCI自制.超买区上线	CCI自制.超卖区下线	CCI自制.通达信中线	
 2019/06/21	   96.15	  102.51	   96.15	  102.51	       20200296	      87.38	      78.60	       1.09	      -0.75	       0.00	       3.69	       0.00	           	       0.00	           	       0.00	           	       1.09	       1.00	       0.00	      71.05	      71.05	      71.05	      75.00	      25.00	      50.00	     264.95	     100.00	    -100.00	       0.00	
 2019/06/24	  105.35	  107.05	   99.25	  101.39	       16333496	      88.72	      78.97	       2.05	      -0.19	       0.00	       4.48	       0.00	           	       0.00	           	       0.00	           	       2.05	       0.00	       0.00	      68.91	      68.91	      68.91	      75.00	      25.00	      50.00	     186.47	     100.00	    -100.00	       0.00	
 2019/06/25	  100.65	  102.65	   97.60	  102.10	       13783394	      89.99	      79.35	       2.83	       0.41	       0.00	       4.83	       0.00	           	       0.00	           	       0.00	           	       2.83	       1.00	       0.00	      69.55	      69.55	      69.55	      75.00	      25.00	      50.00	     119.85	     100.00	    -100.00	       0.00	
 2019/06/26	   97.15	   99.54	   94.22	   94.82	       13279162	      90.45	      79.61	       2.82	       0.89	       0.00	       3.86	       0.00	           	       0.00	           	       0.00	           	       2.82	       0.00	       0.00	      56.62	      56.62	      56.62	      75.00	      25.00	      50.00	      57.97	     100.00	    -100.00	       0.00	
 2019/06/27	   96.58	  101.19	   96.16	   97.95	       11980429	      91.17	      79.91	       3.04	       1.32	       0.00	       3.43	       0.00	           	       0.00	           	       0.00	           	       3.04	       1.00	       0.00	      60.10	      60.10	      60.10	      75.00	      25.00	      50.00	      67.47	     100.00	    -100.00	       0.00	
 2019/06/28	   97.75	   98.92	   95.75	   97.51	        7527273	      91.77	      80.20	       3.14	       1.69	       0.00	       2.91	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      59.37	      59.37	      59.37	      75.00	      25.00	      50.00	      47.68	     100.00	    -100.00	       0.00	
 2019/07/01	  102.65	  104.61	  100.21	  101.51	       14489050	      92.70	      80.56	       3.50	       2.05	       0.00	       2.90	       0.00	           	       0.00	           	       0.00	           	       3.50	       1.00	       0.00	      63.74	      63.74	      63.74	      75.00	      25.00	      50.00	      81.27	     100.00	    -100.00	       0.00	
 2019/07/02	  101.51	  102.00	   97.99	   99.05	        9056279	      93.30	      80.86	       3.55	       2.35	       0.00	       2.40	       0.00	           	       0.00	           	       0.00	           	       3.55	       0.00	       0.00	      59.45	      59.45	      59.45	      75.00	      25.00	      50.00	      49.85	     100.00	    -100.00	       0.00	
 2019/07/03	   98.15	   98.15	   95.05	   95.81	        9453459	      93.54	      81.11	       3.28	       2.53	       0.00	       1.50	       0.00	           	       0.00	           	       0.00	           	       3.28	       1.00	       0.00	      54.21	      54.21	      54.21	      75.00	      25.00	      50.00	      -2.02	     100.00	    -100.00	       0.00	
 2019/07/04	   97.15	   97.76	   93.22	   94.33	        9784592	      93.62	      81.33	       2.92	       2.61	       0.00	       0.62	       0.00	           	       0.00	           	       0.00	       2.92	           	       0.00	       0.00	      51.93	      51.93	      51.93	      75.00	      25.00	      50.00	     -48.04	     100.00	    -100.00	       0.00	
 2019/07/05	   94.46	   95.45	   92.96	   94.75	        6897104	      93.72	      81.55	       2.64	       2.62	       0.00	       0.04	       0.00	           	       0.00	           	       0.00	           	           	       1.00	       0.00	      52.55	      52.55	      52.55	      75.00	      25.00	      50.00	     -86.39	     100.00	    -100.00	       0.00	
 2019/07/08	   93.65	   94.64	   89.36	   91.12	        9343889	      93.48	      81.71	       2.10	       2.51	       0.00	      -0.83	       0.00	           	       0.00	           	       0.00	       2.10	           	       0.00	       1.00	      46.87	      46.87	      46.87	      75.00	      25.00	      50.00	    -151.44	     100.00	    -100.00	       0.00	
 2019/07/09	   90.85	   92.41	   88.26	   91.35	        8570872	      93.27	      81.87	       1.67	       2.35	       0.00	      -1.35	       0.00	           	       0.00	           	       0.00	       1.67	           	       0.00	       0.00	      47.26	      47.26	      47.26	      75.00	      25.00	      50.00	    -140.91	     100.00	    -100.00	       0.00	
 2019/07/10	   91.65	   91.95	   88.52	   88.93	        6793638	      92.86	      81.98	       1.12	       2.10	       0.00	      -1.96	       0.00	           	       0.00	           	       0.00	       1.12	           	       0.00	       1.00	      43.55	      43.55	      43.55	      75.00	      25.00	      50.00	    -134.55	     100.00	    -100.00	       0.00	
 2019/07/11	   91.04	   91.53	   88.76	   89.25	        7984085	      92.52	      82.10	       0.70	       1.82	       0.00	      -2.23	       0.00	           	       0.00	           	       0.00	       0.70	           	       0.00	       0.00	      44.18	      44.18	      44.18	      75.00	      25.00	      50.00	    -109.59	     100.00	    -100.00	       0.00	
 2019/07/12	   89.25	   91.51	   88.75	   90.53	        6917081	      92.33	      82.24	       0.47	       1.55	       0.00	      -2.16	       0.00	           	       0.00	           	       0.00	       0.47	           	       0.00	       1.00	      46.78	      46.78	      46.78	      75.00	      25.00	      50.00	     -82.70	     100.00	    -100.00	       0.00	
 2019/07/15	   88.73	   96.65	   86.22	   93.32	       13022701	      92.42	      82.43	       0.51	       1.34	       0.00	      -1.67	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      52.09	      52.09	      52.09	      75.00	      25.00	      50.00	     -40.34	     100.00	    -100.00	       0.00	
 2019/07/16	   91.95	   93.65	   91.66	   92.21	        5418859	      92.40	      82.59	       0.44	       1.16	       0.00	      -1.44	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      49.93	      49.93	      49.93	      75.00	      25.00	      50.00	     -25.15	     100.00	    -100.00	       0.00	
 2019/07/17	   91.63	   94.45	   91.63	   92.34	        7742147	      92.40	      82.75	       0.39	       1.01	       0.00	      -1.23	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      50.19	      50.19	      50.19	      75.00	      25.00	      50.00	      -3.61	     100.00	    -100.00	       0.00	
 2019/07/18	   90.66	   91.71	   89.65	   89.93	        6231407	      92.16	      82.87	       0.16	       0.84	       0.00	      -1.36	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      45.36	      45.36	      45.36	      75.00	      25.00	      50.00	     -66.94	     100.00	    -100.00	       0.00	
 2019/07/19	   90.49	   93.40	   90.49	   91.16	        7530715	      92.07	      83.01	       0.07	       0.68	       0.00	      -1.23	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      48.14	      48.14	      48.14	      75.00	      25.00	      50.00	      -4.46	     100.00	    -100.00	       0.00	
 2019/07/22	   91.16	   91.59	   88.65	   90.03	        6543496	      91.87	      83.12	      -0.09	       0.53	       0.00	      -1.23	       0.00	           	       0.00	           	       0.00	      -0.09	           	       0.00	       1.00	      45.80	      45.80	      45.80	      75.00	      25.00	      50.00	     -72.01	     100.00	    -100.00	       0.00	
 2019/07/23	   90.14	   91.30	   89.67	   91.11	        5212976	      91.80	      83.25	      -0.12	       0.40	       0.00	      -1.05	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      48.41	      48.41	      48.41	      75.00	      25.00	      50.00	     -25.57	     100.00	    -100.00	       0.00	
 2019/07/24	   91.39	   94.15	   91.33	   92.61	        7711963	      91.88	      83.41	      -0.03	       0.31	       0.00	      -0.69	       1.00	           	       0.00	           	       0.00	           	      -0.03	       0.00	       1.00	      51.92	      51.92	      51.92	      75.00	      25.00	      50.00	     102.61	     100.00	    -100.00	       0.00	
 2019/07/25	   92.03	   93.45	   91.44	   93.15	        6499750	      92.00	      83.57	       0.08	       0.27	       0.00	      -0.37	       0.00	           	       0.00	           	       0.00	           	       0.08	       0.00	       0.00	      53.17	      53.17	      53.17	      75.00	      25.00	      50.00	      83.12	     100.00	    -100.00	       0.00	
 2019/07/26	   92.45	   92.67	   90.65	   91.10	        4895520	      91.91	      83.69	       0.01	       0.22	       0.00	      -0.41	       0.00	           	       0.00	           	       0.00	           	       0.01	       0.00	       1.00	      48.00	      48.00	      48.00	      75.00	      25.00	      50.00	       2.54	     100.00	    -100.00	       0.00	
 2019/07/29	   91.11	   91.45	   89.45	   90.25	        4536922	      91.75	      83.80	      -0.12	       0.15	       0.00	      -0.53	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      45.98	      45.98	      45.98	      75.00	      25.00	      50.00	     -79.08	     100.00	    -100.00	       0.00	
 2019/07/30	   90.48	   93.50	   90.48	   91.53	        8092597	      91.73	      83.93	      -0.11	       0.10	       0.00	      -0.42	       1.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      49.48	      49.48	      49.48	      75.00	      25.00	      50.00	      18.01	     100.00	    -100.00	       0.00	
 2019/07/31	   90.35	   91.25	   90.14	   90.64	        4121909	      91.63	      84.04	      -0.18	       0.04	       0.00	      -0.44	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      47.16	      47.16	      47.16	      75.00	      25.00	      50.00	     -62.67	     100.00	    -100.00	       0.00	
 2019/08/01	   90.11	   91.15	   89.15	   89.47	        5368590	      91.42	      84.13	      -0.32	      -0.03	       0.00	      -0.58	       0.00	           	       0.00	           	       0.00	      -0.32	           	       0.00	       1.00	      44.19	      44.19	      44.19	      75.00	      25.00	      50.00	     -98.93	     100.00	    -100.00	       0.00	
 2019/08/02	   85.85	   87.32	   85.15	   86.32	        8112469	      90.94	      84.17	      -0.68	      -0.16	       0.00	      -1.04	       0.00	           	       0.00	           	       0.00	      -0.68	           	       0.00	       0.00	      37.30	      37.30	      37.30	      75.00	      25.00	      50.00	    -267.38	     100.00	    -100.00	       0.00	
 2019/08/05	   86.13	   86.13	   82.45	   82.47	        9833085	      90.13	      84.14	      -1.26	      -0.38	       0.00	      -1.76	       0.00	           	       0.00	           	       0.00	      -1.26	           	       0.00	       1.00	      30.88	      30.88	      30.88	      75.00	      25.00	      50.00	    -241.85	     100.00	    -100.00	       0.00	
 2019/08/06	   79.10	   80.14	   75.92	   79.16	       15553438	      89.09	      84.06	      -1.97	      -0.70	       0.00	      -2.54	       0.00	           	       0.00	           	       0.00	      -1.97	           	       0.00	       0.00	      26.59	      26.59	      26.59	      75.00	      25.00	      50.00	    -226.24	     100.00	    -100.00	       0.00	
 2019/08/07	   79.16	   79.60	   76.97	   77.04	        7563852	      87.94	      83.94	      -2.67	      -1.09	       0.00	      -3.15	       0.00	           	       0.00	           	       0.00	      -2.67	           	       0.00	       1.00	      24.23	      24.23	      24.23	      75.00	      25.00	      50.00	    -156.77	     100.00	    -100.00	       0.00	
 2019/08/08	   78.45	   80.52	   77.66	   78.20	        9530347	      87.01	      83.85	      -3.09	      -1.49	       0.00	      -3.20	       0.00	           	       0.00	           	       0.00	      -3.09	           	       0.00	       0.00	      28.04	      28.04	      28.04	      75.00	      25.00	      50.00	    -109.20	     100.00	    -100.00	       0.00	
 2019/08/09	   79.49	   79.55	   75.25	   77.04	        9683963	      86.06	      83.73	      -3.48	      -1.89	       0.00	      -3.18	       0.00	           	       0.00	           	       0.00	      -3.48	           	       0.00	       1.00	      26.58	      26.58	      26.58	      75.00	      25.00	      50.00	    -103.48	     100.00	    -100.00	       0.00	
 2019/08/12	   77.26	   78.95	   77.26	   78.85	        8009212	      85.37	      83.65	      -3.60	      -2.23	       0.00	      -2.74	       0.00	           	       0.00	           	       0.00	      -3.60	           	       0.00	       0.00	      32.54	      32.54	      32.54	      75.00	      25.00	      50.00	     -75.26	     100.00	    -100.00	       0.00	
 2019/08/13	   77.37	   78.24	   75.97	   76.06	        8443524	      84.49	      83.53	      -3.88	      -2.56	       0.00	      -2.64	       0.00	           	       0.00	           	       0.00	      -3.88	           	       0.00	       1.00	      28.63	      28.63	      28.63	      75.00	      25.00	      50.00	     -80.79	     100.00	    -100.00	       0.00	
 2019/08/14	   78.07	   78.45	   76.82	   76.85	        8623976	      83.76	      83.42	      -3.99	      -2.85	       0.00	      -2.28	       0.00	           	       0.00	           	       0.00	      -3.99	           	       0.00	       0.00	      31.19	      31.19	      31.19	      75.00	      25.00	      50.00	     -63.07	     100.00	    -100.00	       0.00	
 2019/08/15	   74.04	   77.95	   73.65	   77.42	        8749601	      83.16	      83.32	      -3.98	      -3.07	       0.00	      -1.82	       1.00	           	       0.00	           	       0.00	      -3.98	           	       0.00	       1.00	      33.07	      33.07	      33.07	      75.00	      25.00	      50.00	     -69.62	     100.00	    -100.00	       0.00	
 2019/08/16	   77.15	   80.51	   76.77	   79.05	       12331815	      82.77	      83.25	      -3.80	      -3.22	       0.00	      -1.17	       0.00	           	       0.00	           	       0.00	      -3.80	           	       0.00	       0.00	      38.34	      38.34	      38.34	      75.00	      25.00	      50.00	     -24.27	     100.00	    -100.00	       0.00	
 2019/08/19	   81.32	   87.04	   80.10	   87.04	       20951756	      83.17	      83.31	      -2.98	      -3.17	       0.00	       0.38	       0.00	           	       0.00	           	       0.00	           	      -2.98	       1.00	       0.00	      56.61	      56.61	      56.61	      75.00	      25.00	      50.00	     129.23	     100.00	    -100.00	       0.00	
 2019/08/20	   88.15	   91.14	   85.85	   86.17	       19268688	      83.46	      83.36	      -2.38	      -3.01	       0.00	       1.28	       0.00	           	       0.00	           	       0.00	           	      -2.38	       0.00	       0.00	      54.68	      54.68	      54.68	      75.00	      25.00	      50.00	     188.12	     100.00	    -100.00	       0.00	
 2019/08/21	   85.23	   87.85	   85.20	   86.85	       10430526	      83.78	      83.41	      -1.82	      -2.77	       0.00	       1.91	       0.00	           	       0.00	           	       0.00	           	      -1.82	       1.00	       0.00	      55.96	      55.96	      55.96	      75.00	      25.00	      50.00	     138.99	     100.00	    -100.00	       0.00	
 2019/08/22	   87.04	   87.70	   85.65	   87.31	        8278469	      84.12	      83.48	      -1.32	      -2.48	       0.00	       2.32	       0.00	           	       0.00	           	       0.00	           	      -1.32	       0.00	       0.00	      56.86	      56.86	      56.86	      75.00	      25.00	      50.00	     106.73	     100.00	    -100.00	       0.00	
 2019/08/23	   88.55	   92.64	   87.46	   87.91	       12021181	      84.48	      83.55	      -0.87	      -2.16	       0.00	       2.58	       0.00	           	       0.00	           	       0.00	           	      -0.87	       1.00	       0.00	      58.07	      58.07	      58.07	      75.00	      25.00	      50.00	     113.23	     100.00	    -100.00	       0.00	
 2019/08/26	   84.26	   87.35	   84.26	   86.35	        8289608	      84.66	      83.60	      -0.63	      -1.86	       0.00	       2.44	       0.00	           	       0.00	           	       0.00	           	      -0.63	       0.00	       0.00	      53.78	      53.78	      53.78	      75.00	      25.00	      50.00	      53.97	     100.00	    -100.00	       0.00	
 2019/08/27	   87.53	   92.45	   87.15	   90.15	       14183205	      85.18	      83.71	      -0.14	      -1.51	       0.00	       2.75	       0.00	           	       0.00	           	       0.00	           	      -0.14	       1.00	       0.00	      61.37	      61.37	      61.37	      75.00	      25.00	      50.00	      93.57	     100.00	    -100.00	       0.00	
 2019/08/28	   89.15	   90.75	   88.15	   89.75	        7327718	      85.61	      83.81	       0.22	      -1.17	       0.00	       2.77	       0.00	           	       0.00	           	       0.00	           	       0.22	       0.00	       0.00	      60.23	      60.23	      60.23	      75.00	      25.00	      50.00	      78.52	     100.00	    -100.00	       0.00	
 2019/08/29	   89.10	   91.26	   88.25	   89.53	        7176214	      85.99	      83.90	       0.48	      -0.84	       0.00	       2.64	       0.00	           	       0.00	           	       0.00	           	       0.48	       1.00	       0.00	      59.57	      59.57	      59.57	      75.00	      25.00	      50.00	      74.69	     100.00	    -100.00	       0.00	
 2019/08/30	   91.52	   92.95	   87.23	   88.21	       10229035	      86.20	      83.97	       0.58	      -0.55	       0.00	       2.26	       0.00	           	       0.00	           	       0.00	           	       0.58	       0.00	       0.00	      55.57	      55.57	      55.57	      75.00	      25.00	      50.00	      67.00	     100.00	    -100.00	       0.00	
 2019/09/02	   88.33	   97.12	   88.33	   97.12	       22200316	      87.24	      84.19	       1.35	      -0.17	       0.00	       3.05	       0.00	           	       0.00	           	       0.00	           	       1.35	       1.00	       0.00	      70.26	      70.26	      70.26	      75.00	      25.00	      50.00	     164.32	     100.00	    -100.00	       0.00	
 2019/09/03	   98.25	   99.66	   94.95	   99.65	       20780492	      88.42	      84.45	       2.15	       0.29	       0.00	       3.72	       0.00	           	       0.00	           	       0.00	           	       2.15	       0.00	       0.00	      73.03	      73.03	      73.03	      75.00	      25.00	      50.00	     236.21	     100.00	    -100.00	       0.00	
 2019/09/04	   99.03	  108.15	   98.75	  106.12	       19417804	      90.11	      84.80	       3.27	       0.89	       0.00	       4.76	       0.00	           	       0.00	           	       0.00	           	       3.27	       1.00	       0.00	      78.58	      78.58	      78.58	      75.00	      25.00	      50.00	     225.74	     100.00	    -100.00	       0.00	
 2019/09/05	  112.15	  116.82	  112.15	  116.82	       14213482	      92.65	      85.33	       4.96	       1.70	       0.00	       6.51	       0.00	           	       0.00	           	       0.00	           	       4.96	       0.00	       0.00	      84.38	      84.38	      84.38	      75.00	      25.00	      50.00	     226.84	     100.00	    -100.00	       0.00	
 2019/09/06	  123.15	  124.14	  114.54	  122.73	       24524634	      95.52	      85.95	       6.69	       2.70	       0.00	       7.99	       0.00	           	       0.00	           	       0.00	           	       6.69	       1.00	       0.00	      86.57	      86.57	      86.57	      75.00	      25.00	      50.00	     181.31	     100.00	    -100.00	       0.00	
 2019/09/09	  123.65	  128.91	  121.85	  126.68	       21232980	      98.48	      86.62	       8.30	       3.82	       0.00	       8.95	       0.00	           	       0.00	           	       0.00	           	       8.30	       0.00	       0.00	      87.82	      87.82	      87.82	      75.00	      25.00	      50.00	     154.53	     100.00	    -100.00	       0.00	
 2019/09/10	  124.15	  127.59	  120.36	  122.34	       18071996	     100.76	      87.21	       9.11	       4.88	       0.00	       8.47	       0.00	           	       0.00	           	       0.00	           	       9.11	       1.00	       0.00	      79.03	      79.03	      79.03	      75.00	      25.00	      50.00	     108.40	     100.00	    -100.00	       0.00	
 2019/09/11	  123.66	  123.66	  115.90	  117.45	       19743896	     102.35	      87.71	       9.25	       5.75	       0.00	       7.00	       0.00	           	       0.00	           	       0.00	           	       9.25	       0.00	       0.00	      70.37	      70.37	      70.37	      75.00	      25.00	      50.00	      70.96	     100.00	    -100.00	       0.00	
 2019/09/12	  119.15	  120.53	  116.75	  120.00	       15033217	     104.03	      88.25	       9.46	       6.49	       0.00	       5.94	       0.00	           	       0.00	           	       0.00	           	       9.46	       1.00	       0.00	      72.11	      72.11	      72.11	      75.00	      25.00	      50.00	      59.47	     100.00	    -100.00	       0.00	
 2019/09/16	  119.94	  120.10	  115.33	  117.05	       13105546	     105.27	      88.72	       9.29	       7.05	       0.00	       4.47	       0.00	           	       0.00	           	       0.00	       9.29	       9.29	       0.00	       0.00	      67.14	      67.14	      67.14	      75.00	      25.00	      50.00	      42.91	     100.00	    -100.00	       0.00	
 2019/09/17	  116.15	  116.91	  112.26	  115.34	       14335892	     106.23	      89.16	       8.90	       7.42	       0.00	       2.96	       0.00	           	       0.00	           	       0.00	       8.90	       8.90	       1.00	       0.00	      64.33	      64.33	      64.33	      75.00	      25.00	      50.00	      19.95	     100.00	    -100.00	       0.00	
 2019/09/18	  115.72	  115.72	  107.43	  109.24	       21796188	     106.51	      89.50	       8.02	       7.54	       0.00	       0.95	       0.00	           	       0.00	           	       0.00	       8.02	           	       0.00	       0.00	      55.34	      55.34	      55.34	      75.00	      25.00	      50.00	     -23.66	     100.00	    -100.00	       0.00	
 2019/09/19	  110.07	  111.93	  108.65	  111.46	       14203319	     106.98	      89.86	       7.41	       7.51	       0.00	      -0.22	       0.00	           	       0.00	           	       0.00	       7.41	           	       0.00	       1.00	      57.69	      57.69	      57.69	      75.00	      25.00	      50.00	     -47.40	     100.00	    -100.00	       0.00	
 2019/09/20	  111.95	  111.95	  108.15	  109.85	       12694887	     107.26	      90.19	       6.72	       7.36	       0.00	      -1.28	       0.00	           	       0.00	           	       0.00	       6.72	           	       0.00	       0.00	      55.38	      55.38	      55.38	      75.00	      25.00	      50.00	     -80.13	     100.00	    -100.00	       0.00	
 2019/09/23	  108.16	  112.65	  106.65	  111.05	       14674573	     107.62	      90.53	       6.20	       7.12	       0.00	      -1.86	       0.00	           	       0.00	           	       0.00	       6.20	           	       0.00	       1.00	      56.79	      56.79	      56.79	      75.00	      25.00	      50.00	     -93.96	     100.00	    -100.00	       0.00	
 2019/09/24	  111.90	  115.15	  109.16	  110.85	       18306736	     107.93	      90.87	       5.70	       6.84	       0.00	      -2.28	       0.00	           	       0.00	           	       0.00	       5.70	           	       0.00	       0.00	      56.46	      56.46	      56.46	      75.00	      25.00	      50.00	     -61.57	     100.00	    -100.00	       0.00	
 2019/09/25	  108.15	  109.04	  103.96	  104.34	       17841580	     107.58	      91.09	       4.73	       6.42	       0.00	      -3.38	       0.00	           	       0.00	           	       0.00	       4.73	           	       0.00	       1.00	      46.98	      46.98	      46.98	      75.00	      25.00	      50.00	    -120.12	     100.00	    -100.00	       0.00	
 2019/09/26	  103.01	  104.80	   98.95	  100.65	       16885364	     106.92	      91.25	       3.62	       5.86	       0.00	      -4.48	       0.00	           	       0.00	           	       0.00	       3.62	           	       0.00	       0.00	      42.56	      42.56	      42.56	      75.00	      25.00	      50.00	    -154.45	     100.00	    -100.00	       0.00	
 2019/09/27	  101.55	  101.81	   99.65	  101.16	       10415787	     106.38	      91.41	       2.75	       5.23	       0.00	      -4.97	       0.00	           	       0.00	           	       0.00	       2.75	           	       0.00	       1.00	      43.36	      43.36	      43.36	      75.00	      25.00	      50.00	    -148.66	     100.00	    -100.00	       0.00	
 2019/09/30	  100.45	  102.15	   98.05	   98.35	       11050635	     105.61	      91.53	       1.81	       4.55	       0.00	      -5.48	       0.00	           	       0.00	           	       0.00	       1.81	           	       0.00	       0.00	      40.00	      40.00	      40.00	      75.00	      25.00	      50.00	    -132.10	     100.00	    -100.00	       0.00	
 2019/10/08	  100.15	  101.45	   98.74	   98.89	       10313140	     104.97	      91.65	       1.10	       3.86	       0.00	      -5.52	       0.00	           	       0.00	           	       0.00	       1.10	           	       0.00	       1.00	      40.96	      40.96	      40.96	      75.00	      25.00	      50.00	    -102.58	     100.00	    -100.00	       0.00	
 2019/10/09	   98.15	  100.93	   96.17	  100.76	        9360997	     104.57	      91.80	       0.68	       3.22	       0.00	      -5.09	       0.00	           	       0.00	           	       0.00	       0.68	           	       0.00	       0.00	      44.32	      44.32	      44.32	      75.00	      25.00	      50.00	     -90.28	     100.00	    -100.00	       0.00	
 2019/10/10	  101.14	  102.22	   98.95	  101.61	       13856608	     104.29	      91.96	       0.41	       2.66	       0.00	      -4.51	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      45.85	      45.85	      45.85	      75.00	      25.00	      50.00	     -57.83	     100.00	    -100.00	       0.00	
 2019/10/11	  102.13	  109.95	  100.38	  106.52	       21359826	     104.50	      92.20	       0.58	       2.24	       0.00	      -3.32	       0.00	           	       0.00	           	       0.00	           	       0.58	       0.00	       0.00	      53.85	      53.85	      53.85	      75.00	      25.00	      50.00	      15.01	     100.00	    -100.00	       0.00	
 2019/10/14	  109.25	  110.65	  106.15	  106.35	       18318200	     104.68	      92.44	       0.70	       1.94	       0.00	      -2.47	       0.00	           	       0.00	           	       0.00	           	       0.70	       0.00	       1.00	      53.55	      53.55	      53.55	      75.00	      25.00	      50.00	      54.10	     100.00	    -100.00	       0.00	
 2019/10/15	  104.65	  105.63	   99.00	   99.43	       15141373	     104.18	      92.55	       0.23	       1.60	       0.00	      -2.73	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      42.97	      42.97	      42.97	      75.00	      25.00	      50.00	     -41.06	     100.00	    -100.00	       0.00	
 2019/10/16	   99.65	  101.01	   98.28	   98.35	        8575647	     103.62	      92.65	      -0.22	       1.23	       0.00	      -2.91	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      41.57	      41.57	      41.57	      75.00	      25.00	      50.00	     -71.80	     100.00	    -100.00	       0.00	
 2019/10/17	   98.15	   99.94	   98.03	   99.24	        5400459	     103.20	      92.76	      -0.51	       0.88	       0.00	      -2.78	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      43.23	      43.23	      43.23	      75.00	      25.00	      50.00	     -75.49	     100.00	    -100.00	       0.00	
 2019/10/18	   99.25	  100.85	   96.14	   97.09	        9419022	     102.62	      92.83	      -0.89	       0.53	       0.00	      -2.84	       0.00	           	       0.00	           	       0.00	      -0.89	           	       0.00	       1.00	      40.22	      40.22	      40.22	      75.00	      25.00	      50.00	    -102.07	     100.00	    -100.00	       0.00	
 2019/10/21	   96.18	   96.18	   92.59	   95.37	       10608334	     101.93	      92.87	      -1.32	       0.16	       0.00	      -2.97	       0.00	           	       0.00	           	       0.00	      -1.32	           	       0.00	       0.00	      37.91	      37.91	      37.91	      75.00	      25.00	      50.00	    -165.54	     100.00	    -100.00	       0.00	
 2019/10/22	   95.34	   98.05	   94.48	   98.01	        9345307	     101.56	      92.96	      -1.44	      -0.16	       0.00	      -2.55	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      43.35	      43.35	      43.35	      75.00	      25.00	      50.00	     -88.76	     100.00	    -100.00	       0.00	
 2019/10/23	   98.13	   98.45	   95.65	   96.00	        7083127	     101.03	      93.01	      -1.67	      -0.46	       0.00	      -2.41	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      40.41	      40.41	      40.41	      75.00	      25.00	      50.00	     -81.30	     100.00	    -100.00	       0.00	
 2019/10/24	   96.55	   98.12	   95.15	   97.15	        7877567	     100.66	      93.08	      -1.74	      -0.72	       0.00	      -2.04	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      42.83	      42.83	      42.83	      75.00	      25.00	      50.00	     -68.42	     100.00	    -100.00	       0.00	
 2019/10/25	   97.03	   99.93	   95.18	   99.26	       10873448	     100.53	      93.18	      -1.61	      -0.90	       0.00	      -1.42	       1.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      47.13	      47.13	      47.13	      75.00	      25.00	      50.00	     -34.09	     100.00	    -100.00	       0.00	
 2019/10/28	  105.15	  107.14	  101.83	  104.72	       23508878	     100.93	      93.37	      -1.05	      -0.93	       0.00	      -0.24	       0.00	           	       0.00	           	       0.00	           	      -1.05	       0.00	       1.00	      56.38	      56.38	      56.38	      75.00	      25.00	      50.00	      94.93	     100.00	    -100.00	       0.00	
 2019/10/29	  103.15	  103.15	   98.11	   98.15	       15332271	     100.66	      93.45	      -1.12	      -0.97	       0.00	      -0.32	       0.00	           	       0.00	           	       0.00	           	      -1.12	       0.00	       0.00	      45.85	      45.85	      45.85	      75.00	      25.00	      50.00	       9.93	     100.00	    -100.00	       0.00	
 2019/10/30	   97.15	   97.80	   95.65	   96.91	        7771195	     100.30	      93.50	      -1.27	      -1.03	       0.00	      -0.48	       0.00	           	       0.00	           	       0.00	      -1.27	      -1.27	       0.00	       1.00	      44.15	      44.15	      44.15	      75.00	      25.00	      50.00	     -59.61	     100.00	    -100.00	       0.00	
 2019/10/31	   96.96	   98.02	   96.07	   96.36	        5928035	      99.93	      93.55	      -1.41	      -1.10	       0.00	      -0.62	       0.00	           	       0.00	           	       0.00	      -1.41	      -1.41	       0.00	       0.00	      43.37	      43.37	      43.37	      75.00	      25.00	      50.00	     -51.41	     100.00	    -100.00	       0.00	
