                  同花顺 (300033)
      时间	    开盘	    最高	    最低	    收盘	         成交量	THT_EMA.EXP1  	THT_EMA.EXP2  	高顿MACD.DIF   	高顿MACD.DEA   	高顿MACD.      	高顿MACD.MACD  	高顿MACD.      	高顿MACD.低背  	高顿MACD.      	高顿MACD.顶背  	高顿MACD.      	高顿MACD.      	高顿MACD.      	高顿MACD.      	高顿MACD.      	RSI自制.RSI1  	RSI自制.RSI2  	RSI自制.RSI3  	RSI自制.超买区上线	RSI自制.超卖区下线	RSI自制.通达信中线	CCI自制.CCI   	CCI自制.超买区上线	CCI自制.超卖区下线	CCI自制.通达信中线	
 2020/08/06	  146.77	  149.49	  143.08	  148.88	        9838767	     146.92	     128.37	       0.57	       1.70	       0.00	      -2.26	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      52.96	      52.96	      52.96	      75.00	      25.00	      50.00	      42.60	     100.00	    -100.00	       0.00	
 2020/08/07	  146.01	  146.02	  137.00	  140.60	       12495735	     146.32	     128.57	       0.05	       1.37	       0.00	      -2.65	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      43.65	      43.65	      43.65	      75.00	      25.00	      50.00	     -51.46	     100.00	    -100.00	       0.00	
 2020/08/10	  138.21	  144.43	  138.01	  141.83	        7828649	     145.89	     128.79	      -0.27	       1.04	       0.00	      -2.62	       0.00	           	       0.00	           	       0.00	      -0.27	           	       0.00	       1.00	      45.21	      45.21	      45.21	      75.00	      25.00	      50.00	     -36.24	     100.00	    -100.00	       0.00	
 2020/08/11	  141.01	  143.68	  138.43	  138.82	        6218719	     145.22	     128.96	      -0.75	       0.69	       0.00	      -2.87	       0.00	           	       0.00	           	       0.00	      -0.75	           	       0.00	       0.00	      42.10	      42.10	      42.10	      75.00	      25.00	      50.00	     -52.87	     100.00	    -100.00	       0.00	
 2020/08/12	  139.25	  140.49	  134.01	  139.09	        8291377	     144.64	     129.13	      -1.10	       0.33	       0.00	      -2.85	       0.00	           	       0.00	           	       0.00	      -1.10	           	       0.00	       1.00	      42.49	      42.49	      42.49	      75.00	      25.00	      50.00	    -102.09	     100.00	    -100.00	       0.00	
 2020/08/13	  139.99	  141.28	  138.81	  139.30	        4214215	     144.13	     129.29	      -1.34	      -0.00	       0.00	      -2.67	       0.00	           	       0.00	           	       0.00	      -1.34	           	       0.00	       0.00	      42.82	      42.82	      42.82	      75.00	      25.00	      50.00	     -64.73	     100.00	    -100.00	       0.00	
 2020/08/14	  139.30	  141.84	  138.50	  141.84	        5147408	     143.91	     129.50	      -1.31	      -0.27	       0.00	      -2.09	       1.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      46.78	      46.78	      46.78	      75.00	      25.00	      50.00	     -44.56	     100.00	    -100.00	       0.00	
 2020/08/17	  146.20	  152.00	  146.00	  148.28	       15324041	     144.33	     129.81	      -0.76	      -0.37	       0.00	      -0.80	       0.00	           	       0.00	           	       0.00	           	      -0.76	       0.00	       0.00	      55.34	      55.34	      55.34	      75.00	      25.00	      50.00	     107.49	     100.00	    -100.00	       0.00	
 2020/08/18	  147.05	  147.77	  144.11	  145.80	        7594256	     144.47	     130.08	      -0.52	      -0.40	       0.00	      -0.25	       0.00	           	       0.00	           	       0.00	           	      -0.52	       0.00	       1.00	      51.83	      51.83	      51.83	      75.00	      25.00	      50.00	      42.79	     100.00	    -100.00	       0.00	
 2020/08/19	  144.91	  145.45	  140.58	  140.89	        6111265	     144.13	     130.25	      -0.72	      -0.46	       0.00	      -0.51	       0.00	           	       0.00	           	       0.00	      -0.72	      -0.72	       0.00	       0.00	      45.60	      45.60	      45.60	      75.00	      25.00	      50.00	     -21.20	     100.00	    -100.00	       0.00	
 2020/08/20	  137.70	  140.78	  137.50	  140.00	        3846080	     143.73	     130.42	      -0.93	      -0.56	       0.00	      -0.76	       0.00	           	       0.00	           	       0.00	      -0.93	           	       0.00	       1.00	      44.54	      44.54	      44.54	      75.00	      25.00	      50.00	     -70.90	     100.00	    -100.00	       0.00	
 2020/08/21	  140.99	  142.60	  138.00	  141.20	        5715388	     143.49	     130.59	      -1.00	      -0.64	       0.00	      -0.71	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      46.37	      46.37	      46.37	      75.00	      25.00	      50.00	     -38.97	     100.00	    -100.00	       0.00	
 2020/08/24	  142.40	  146.14	  137.65	  143.59	        7689056	     143.50	     130.81	      -0.85	      -0.68	       0.00	      -0.32	       1.00	           	       0.00	           	       0.00	      -0.85	           	       0.00	       1.00	      49.97	      49.97	      49.97	      75.00	      25.00	      50.00	      23.33	     100.00	    -100.00	       0.00	
 2020/08/25	  148.39	  164.27	  146.51	  155.97	       22487348	     144.69	     131.22	       0.27	      -0.49	       0.00	       1.53	       0.00	           	       0.00	           	       0.00	           	       0.27	       1.00	       0.00	      63.70	      63.70	      63.70	      75.00	      25.00	      50.00	     235.98	     100.00	    -100.00	       0.00	
 2020/08/26	  156.51	  157.98	  152.61	  153.80	       12319206	     145.56	     131.60	       0.97	      -0.20	       0.00	       2.34	       0.00	           	       0.00	           	       0.00	           	       0.97	       0.00	       0.00	      60.52	      60.52	      60.52	      75.00	      25.00	      50.00	     149.04	     100.00	    -100.00	       0.00	
 2020/08/27	  154.15	  160.66	  152.88	  155.70	       11276627	     146.52	     132.00	       1.66	       0.17	       0.00	       2.97	       0.00	           	       0.00	           	       0.00	           	       1.66	       1.00	       0.00	      62.32	      62.32	      62.32	      75.00	      25.00	      50.00	     127.79	     100.00	    -100.00	       0.00	
 2020/08/28	  156.00	  170.19	  153.68	  165.07	       16226588	     148.29	     132.54	       2.92	       0.72	       0.00	       4.41	       0.00	           	       0.00	           	       0.00	           	       2.92	       0.00	       0.00	      69.73	      69.73	      69.73	      75.00	      25.00	      50.00	     150.72	     100.00	    -100.00	       0.00	
 2020/08/31	  168.00	  175.93	  166.98	  167.92	       16027391	     150.16	     133.13	       4.11	       1.40	       0.00	       5.42	       0.00	           	       0.00	           	       0.00	           	       4.11	       1.00	       0.00	      71.58	      71.58	      71.58	      75.00	      25.00	      50.00	     162.20	     100.00	    -100.00	       0.00	
 2020/09/01	  168.00	  172.06	  162.91	  169.90	       12411545	     152.04	     133.74	       5.15	       2.15	       0.00	       6.01	       0.00	           	       0.00	           	       0.00	           	       5.15	       0.00	       0.00	      72.84	      72.84	      72.84	      75.00	      25.00	      50.00	     117.36	     100.00	    -100.00	       0.00	
 2020/09/02	  171.00	  179.78	  168.00	  174.01	       16089555	     154.13	     134.40	       6.24	       2.97	       0.00	       6.54	       0.00	           	       0.00	           	       0.00	           	       6.24	       1.00	       0.00	      75.32	      75.32	      75.32	      75.00	      25.00	      50.00	     127.19	     100.00	    -100.00	       0.00	
 2020/09/03	  171.64	  176.44	  166.16	  166.91	       13040615	     155.35	     134.94	       6.45	       3.66	       0.00	       5.57	       0.00	           	       0.00	           	       0.00	           	       6.45	       0.00	       0.00	      64.27	      64.27	      64.27	      75.00	      25.00	      50.00	      84.89	     100.00	    -100.00	       0.00	
 2020/09/04	  162.25	  166.30	  161.01	  163.18	        9230403	     156.09	     135.41	       6.25	       4.18	       0.00	       4.13	       0.00	           	       0.00	           	       0.00	           	       6.25	       1.00	       0.00	      59.28	      59.28	      59.28	      75.00	      25.00	      50.00	      35.62	     100.00	    -100.00	       0.00	
 2020/09/07	  164.01	  165.00	  156.17	  156.95	        8763080	     156.18	     135.76	       5.52	       4.45	       0.00	       2.14	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      51.94	      51.94	      51.94	      75.00	      25.00	      50.00	      -3.72	     100.00	    -100.00	       0.00	
 2020/09/08	  158.16	  161.18	  155.02	  157.30	        9232227	     156.28	     136.12	       4.91	       4.54	       0.00	       0.74	       0.00	           	       0.00	           	       0.00	           	           	       1.00	       0.00	      52.30	      52.30	      52.30	      75.00	      25.00	      50.00	     -33.41	     100.00	    -100.00	       0.00	
 2020/09/09	  154.12	  155.88	  151.00	  151.01	        8726124	     155.78	     136.36	       3.88	       4.41	       0.00	      -1.06	       0.00	           	       0.00	           	       0.00	       3.88	           	       0.00	       1.00	      45.57	      45.57	      45.57	      75.00	      25.00	      50.00	    -105.18	     100.00	    -100.00	       0.00	
 2020/09/10	  153.00	  154.50	  147.50	  147.99	        7672277	     155.04	     136.56	       2.79	       4.08	       0.00	      -2.60	       0.00	           	       0.00	           	       0.00	       2.79	           	       0.00	       0.00	      42.69	      42.69	      42.69	      75.00	      25.00	      50.00	    -119.93	     100.00	    -100.00	       0.00	
 2020/09/11	  146.63	  149.71	  144.00	  148.23	        6806929	     154.39	     136.75	       1.92	       3.65	       0.00	      -3.47	       0.00	           	       0.00	           	       0.00	       1.92	           	       0.00	       1.00	      43.01	      43.01	      43.01	      75.00	      25.00	      50.00	    -128.73	     100.00	    -100.00	       0.00	
 2020/09/14	  148.80	  153.50	  148.00	  150.18	        6874015	     153.99	     136.97	       1.37	       3.19	       0.00	      -3.65	       0.00	           	       0.00	           	       0.00	       1.37	           	       0.00	       0.00	      45.63	      45.63	      45.63	      75.00	      25.00	      50.00	     -87.66	     100.00	    -100.00	       0.00	
 2020/09/15	  149.80	  154.15	  148.50	  153.70	        6773484	     153.96	     137.25	       1.20	       2.80	       0.00	      -3.18	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      50.15	      50.15	      50.15	      75.00	      25.00	      50.00	     -63.15	     100.00	    -100.00	       0.00	
 2020/09/16	  153.00	  154.50	  148.40	  150.08	        5786968	     153.59	     137.46	       0.77	       2.39	       0.00	      -3.24	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      45.87	      45.87	      45.87	      75.00	      25.00	      50.00	     -62.87	     100.00	    -100.00	       0.00	
 2020/09/17	  148.02	  150.51	  145.33	  148.04	        7007280	     153.06	     137.63	       0.26	       1.97	       0.00	      -3.40	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      43.59	      43.59	      43.59	      75.00	      25.00	      50.00	     -78.31	     100.00	    -100.00	       0.00	
 2020/09/18	  148.20	  162.80	  146.50	  162.10	       15824858	     153.92	     138.04	       0.98	       1.77	       0.00	      -1.57	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      58.96	      58.96	      58.96	      75.00	      25.00	      50.00	      26.63	     100.00	    -100.00	       0.00	
 2020/09/21	  162.20	  164.93	  156.58	  156.70	       10179929	     154.19	     138.35	       1.11	       1.64	       0.00	      -1.06	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      52.92	      52.92	      52.92	      75.00	      25.00	      50.00	      79.34	     100.00	    -100.00	       0.00	
 2020/09/22	  154.30	  161.80	  153.00	  155.80	        9359115	     154.34	     138.64	       1.12	       1.53	       0.00	      -0.83	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      51.95	      51.95	      51.95	      75.00	      25.00	      50.00	      58.20	     100.00	    -100.00	       0.00	
 2020/09/23	  155.81	  157.01	  153.39	  155.40	        5339491	     154.44	     138.91	       1.08	       1.44	       0.00	      -0.72	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      51.49	      51.49	      51.49	      75.00	      25.00	      50.00	      40.58	     100.00	    -100.00	       0.00	
 2020/09/24	  153.58	  157.20	  153.41	  156.80	        6429513	     154.67	     139.21	       1.15	       1.38	       0.00	      -0.46	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      53.07	      53.07	      53.07	      75.00	      25.00	      50.00	      57.56	     100.00	    -100.00	       0.00	
 2020/09/25	  156.54	  160.82	  155.51	  157.39	        6421756	     154.93	     139.51	       1.24	       1.36	       0.00	      -0.23	       0.00	           	       0.00	           	       0.00	       1.24	           	       0.00	       1.00	      53.76	      53.76	      53.76	      75.00	      25.00	      50.00	      82.20	     100.00	    -100.00	       0.00	
 2020/09/28	  156.13	  161.66	  156.13	  159.88	        6652714	     155.40	     139.85	       1.50	       1.38	       0.00	       0.23	       0.00	           	       0.00	           	       0.00	           	       1.50	       1.00	       0.00	      56.69	      56.69	      56.69	      75.00	      25.00	      50.00	      90.63	     100.00	    -100.00	       0.00	
 2020/09/29	  161.51	  166.87	  160.30	  162.05	        7970753	     156.03	     140.21	       1.85	       1.48	       0.00	       0.75	       0.00	           	       0.00	           	       0.00	           	       1.85	       0.00	       0.00	      59.16	      59.16	      59.16	      75.00	      25.00	      50.00	     145.63	     100.00	    -100.00	       0.00	
 2020/09/30	  162.91	  163.97	  157.66	  159.87	        6941814	     156.40	     140.54	       1.94	       1.57	       0.00	       0.73	       0.00	           	       0.00	           	       0.00	           	       1.94	       1.00	       0.00	      55.68	      55.68	      55.68	      75.00	      25.00	      50.00	      84.49	     100.00	    -100.00	       0.00	
 2020/10/09	  163.22	  163.80	  160.66	  163.65	        7474012	     157.09	     140.92	       2.28	       1.71	       0.00	       1.14	       0.00	           	       0.00	           	       0.00	           	       2.28	       0.00	       0.00	      60.11	      60.11	      60.11	      75.00	      25.00	      50.00	     112.76	     100.00	    -100.00	       0.00	
 2020/10/12	  164.33	  172.53	  164.30	  169.00	       12054194	     158.22	     141.38	       2.95	       1.96	       0.00	       1.98	       0.00	           	       0.00	           	       0.00	           	       2.95	       1.00	       0.00	      65.44	      65.44	      65.44	      75.00	      25.00	      50.00	     186.13	     100.00	    -100.00	       0.00	
 2020/10/13	  166.00	  166.32	  164.23	  165.62	        6973943	     158.93	     141.78	       3.17	       2.20	       0.00	       1.94	       0.00	           	       0.00	           	       0.00	           	       3.17	       0.00	       0.00	      59.92	      59.92	      59.92	      75.00	      25.00	      50.00	     107.39	     100.00	    -100.00	       0.00	
 2020/10/14	  164.74	  165.87	  161.00	  161.31	        6213451	     159.15	     142.11	       2.97	       2.36	       0.00	       1.23	       0.00	           	       0.00	           	       0.00	           	       2.97	       1.00	       0.00	      53.63	      53.63	      53.63	      75.00	      25.00	      50.00	      43.40	     100.00	    -100.00	       0.00	
 2020/10/15	  162.98	  163.39	  159.24	  159.90	        4943170	     159.22	     142.40	       2.66	       2.42	       0.00	       0.49	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      51.69	      51.69	      51.69	      75.00	      25.00	      50.00	       2.13	     100.00	    -100.00	       0.00	
 2020/10/16	  159.05	  161.50	  158.50	  160.46	        4142025	     159.34	     142.70	       2.44	       2.42	       0.00	       0.03	       0.00	           	       0.00	           	       0.00	           	           	       1.00	       0.00	      52.44	      52.44	      52.44	      75.00	      25.00	      50.00	     -19.82	     100.00	    -100.00	       0.00	
 2020/10/19	  163.22	  163.98	  156.65	  157.02	        5808332	     159.12	     142.94	       1.96	       2.33	       0.00	      -0.74	       0.00	           	       0.00	           	       0.00	       1.96	           	       0.00	       1.00	      47.53	      47.53	      47.53	      75.00	      25.00	      50.00	     -53.99	     100.00	    -100.00	       0.00	
 2020/10/20	  157.04	  158.79	  155.88	  158.46	        3842738	     159.06	     143.19	       1.67	       2.20	       0.00	      -1.05	       0.00	           	       0.00	           	       0.00	       1.67	           	       0.00	       0.00	      49.68	      49.68	      49.68	      75.00	      25.00	      50.00	    -101.33	     100.00	    -100.00	       0.00	
 2020/10/21	  158.86	  158.86	  156.00	  156.66	        3790478	     158.83	     143.42	       1.29	       2.01	       0.00	      -1.45	       0.00	           	       0.00	           	       0.00	       1.29	           	       0.00	       1.00	      47.05	      47.05	      47.05	      75.00	      25.00	      50.00	    -111.75	     100.00	    -100.00	       0.00	
 2020/10/22	  156.00	  160.50	  154.00	  158.66	        4486000	     158.81	     143.67	       1.13	       1.84	       0.00	      -1.41	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      50.24	      50.24	      50.24	      75.00	      25.00	      50.00	     -90.46	     100.00	    -100.00	       0.00	
 2020/10/23	  158.67	  159.50	  154.20	  154.98	        3906941	     158.45	     143.85	       0.70	       1.61	       0.00	      -1.82	       0.00	           	       0.00	           	       0.00	       0.70	           	       0.00	       1.00	      44.82	      44.82	      44.82	      75.00	      25.00	      50.00	    -109.37	     100.00	    -100.00	       0.00	
 2020/10/26	  150.85	  151.00	  136.80	  141.89	       14864738	     156.87	     143.82	      -0.69	       1.15	       0.00	      -3.68	       0.00	           	       0.00	           	       0.00	      -0.69	           	       0.00	       0.00	      31.59	      31.59	      31.59	      75.00	      25.00	      50.00	    -261.71	     100.00	    -100.00	       0.00	
 2020/10/27	  139.51	  141.06	  138.20	  140.60	        7428789	     155.32	     143.77	      -1.87	       0.55	       0.00	      -4.83	       0.00	           	       0.00	           	       0.00	      -1.87	           	       0.00	       1.00	      30.62	      30.62	      30.62	      75.00	      25.00	      50.00	    -211.20	     100.00	    -100.00	       0.00	
 2020/10/28	  140.00	  142.46	  139.72	  141.23	        5637964	     153.98	     143.73	      -2.72	      -0.11	       0.00	      -5.23	       0.00	           	       0.00	           	       0.00	      -2.72	           	       0.00	       0.00	      31.73	      31.73	      31.73	      75.00	      25.00	      50.00	    -136.29	     100.00	    -100.00	       0.00	
 2020/10/29	  138.00	  142.38	  137.02	  139.93	        5781181	     152.64	     143.66	      -3.47	      -0.78	       0.00	      -5.38	       0.00	           	       0.00	           	       0.00	      -3.47	           	       0.00	       1.00	      30.62	      30.62	      30.62	      75.00	      25.00	      50.00	    -110.43	     100.00	    -100.00	       0.00	
 2020/10/30	  139.00	  140.90	  135.00	  135.12	        7221233	     150.97	     143.52	      -4.39	      -1.50	       0.00	      -5.78	       0.00	           	       0.00	           	       0.00	      -4.39	           	       0.00	       0.00	      26.83	      26.83	      26.83	      75.00	      25.00	      50.00	    -104.20	     100.00	    -100.00	       0.00	
数据来源:通达信
